,city,county,city_unic,county_unic,link
2296,Ramocsa,Zala,ramocsa,zala-megye,https://ingatlan.com/lista/ramocsa
2297,Ramocsaháza,Szabolcs-Szatmár-Bereg,ramocsahaza,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/ramocsahaza
2298,Rápolt,Szabolcs-Szatmár-Bereg,rapolt,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/rapolt
2299,Raposka,Veszprém,raposka,veszprem-megye,https://ingatlan.com/lista/raposka
2300,Rásonysápberencs,Borsod-Abaúj-Zemplén,rasonysapberencs,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/rasonysapberencs
2301,Rátka,Borsod-Abaúj-Zemplén,ratka,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/ratka
2302,Rátót,Vas,ratot,vas-megye,https://ingatlan.com/lista/ratot
2303,Ravazd,Győr-Moson-Sopron,ravazd,gyor-moson-sopron-megye,https://ingatlan.com/lista/ravazd
2304,Recsk,Heves,recsk,heves-megye,https://ingatlan.com/lista/recsk
2305,Réde,Komárom-Esztergom,rede,komarom-esztergom-megye,https://ingatlan.com/lista/rede
2306,Rédics,Zala,redics,zala-megye,https://ingatlan.com/lista/redics
2307,Regéc,Borsod-Abaúj-Zemplén,regec,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/regec
2308,Regenye,Baranya,regenye,baranya-megye,https://ingatlan.com/lista/regenye
2309,Regöly,Tolna,regoly,tolna-megye,https://ingatlan.com/lista/regoly
2310,Rém,Bács-Kiskun,rem,bacs-kiskun-megye,https://ingatlan.com/lista/rem
2311,Remeteszőlős,Pest,remeteszolos,pest-megye,https://ingatlan.com/lista/remeteszolos
2312,Répáshuta,Borsod-Abaúj-Zemplén,repashuta,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/repashuta
2313,Répcelak,Vas,repcelak,vas-megye,https://ingatlan.com/lista/repcelak
2314,Répceszemere,Győr-Moson-Sopron,repceszemere,gyor-moson-sopron-megye,https://ingatlan.com/lista/repceszemere
2315,Répceszentgyörgy,Vas,repceszentgyorgy,vas-megye,https://ingatlan.com/lista/repceszentgyorgy
2316,Répcevis,Győr-Moson-Sopron,repcevis,gyor-moson-sopron-megye,https://ingatlan.com/lista/repcevis
2317,Resznek,Zala,resznek,zala-megye,https://ingatlan.com/lista/resznek
2318,Rétalap,Győr-Moson-Sopron,retalap,gyor-moson-sopron-megye,https://ingatlan.com/lista/retalap
2319,Rétközberencs,Szabolcs-Szatmár-Bereg,retkozberencs,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/retkozberencs
2320,Rétság,Nógrád,retsag,nograd-megye,https://ingatlan.com/lista/retsag
2321,Révfülöp,Veszprém,revfulop,veszprem-megye,https://ingatlan.com/lista/revfulop
2322,Révleányvár,Borsod-Abaúj-Zemplén,revleanyvar,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/revleanyvar
2323,Rezi,Zala,rezi,zala-megye,https://ingatlan.com/lista/rezi
2324,Ricse,Borsod-Abaúj-Zemplén,ricse,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/ricse
2325,Rigács,Veszprém,rigacs,veszprem-megye,https://ingatlan.com/lista/rigacs
2326,Rigyác,Zala,rigyac,zala-megye,https://ingatlan.com/lista/rigyac
2327,Rimóc,Nógrád,rimoc,nograd-megye,https://ingatlan.com/lista/rimoc
2328,Rinyabesenyő,Somogy,rinyabesenyo,somogy-megye,https://ingatlan.com/lista/rinyabesenyo
2329,Rinyakovácsi,Somogy,rinyakovacsi,somogy-megye,https://ingatlan.com/lista/rinyakovacsi
2330,Rinyaszentkirály,Somogy,rinyaszentkiraly,somogy-megye,https://ingatlan.com/lista/rinyaszentkiraly
2331,Rinyaújlak,Somogy,rinyaujlak,somogy-megye,https://ingatlan.com/lista/rinyaujlak
2332,Rinyaújnép,Somogy,rinyaujnep,somogy-megye,https://ingatlan.com/lista/rinyaujnep
2333,Rohod,Szabolcs-Szatmár-Bereg,rohod,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/rohod
2334,Románd,Győr-Moson-Sopron,romand,gyor-moson-sopron-megye,https://ingatlan.com/lista/romand
2335,Romhány,Nógrád,romhany,nograd-megye,https://ingatlan.com/lista/romhany
2336,Romonya,Baranya,romonya,baranya-megye,https://ingatlan.com/lista/romonya
2337,Rózsafa,Baranya,rozsafa,baranya-megye,https://ingatlan.com/lista/rozsafa
2338,Rozsály,Szabolcs-Szatmár-Bereg,rozsaly,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/rozsaly
2339,Rózsaszentmárton,Heves,rozsaszentmarton,heves-megye,https://ingatlan.com/lista/rozsaszentmarton
2340,Röjtökmuzsaj,Győr-Moson-Sopron,rojtokmuzsaj,gyor-moson-sopron-megye,https://ingatlan.com/lista/rojtokmuzsaj
2341,Rönök,Vas,ronok,vas-megye,https://ingatlan.com/lista/ronok
2342,Röszke,Csongrád,roszke,csongrad-megye,https://ingatlan.com/lista/roszke
2343,Rudabánya,Borsod-Abaúj-Zemplén,rudabanya,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/rudabanya
2344,Rudolftelep,Borsod-Abaúj-Zemplén,rudolftelep,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/rudolftelep
2345,Rum,Vas,rum,vas-megye,https://ingatlan.com/lista/rum
2346,Ruzsa,Csongrád,ruzsa,csongrad-megye,https://ingatlan.com/lista/ruzsa
2347,Ságújfalu,Nógrád,sagujfalu,nograd-megye,https://ingatlan.com/lista/sagujfalu
2348,Ságvár,Somogy,sagvar,somogy-megye,https://ingatlan.com/lista/sagvar
2349,Sajóbábony,Borsod-Abaúj-Zemplén,sajobabony,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajobabony
2350,Sajóecseg,Borsod-Abaúj-Zemplén,sajoecseg,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajoecseg
2351,Sajógalgóc,Borsod-Abaúj-Zemplén,sajogalgoc,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajogalgoc
2352,Sajóhídvég,Borsod-Abaúj-Zemplén,sajohidveg,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajohidveg
2353,Sajóivánka,Borsod-Abaúj-Zemplén,sajoivanka,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajoivanka
2354,Sajókápolna,Borsod-Abaúj-Zemplén,sajokapolna,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajokapolna
2355,Sajókaza,Borsod-Abaúj-Zemplén,sajokaza,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajokaza
2356,Sajókeresztúr,Borsod-Abaúj-Zemplén,sajokeresztur,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajokeresztur
2357,Sajólád,Borsod-Abaúj-Zemplén,sajolad,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajolad
2358,Sajólászlófalva,Borsod-Abaúj-Zemplén,sajolaszlofalva,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajolaszlofalva
2359,Sajómercse,Borsod-Abaúj-Zemplén,sajomercse,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajomercse
2360,Sajónémeti,Borsod-Abaúj-Zemplén,sajonemeti,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajonemeti
2361,Sajóörös,Borsod-Abaúj-Zemplén,sajooros,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajooros
2362,Sajópálfala,Borsod-Abaúj-Zemplén,sajopalfala,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajopalfala
2363,Sajópetri,Borsod-Abaúj-Zemplén,sajopetri,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajopetri
2364,Sajópüspöki,Borsod-Abaúj-Zemplén,sajopuspoki,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajopuspoki
2365,Sajósenye,Borsod-Abaúj-Zemplén,sajosenye,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajosenye
2366,Sajószentpéter,Borsod-Abaúj-Zemplén,sajoszentpeter,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajoszentpeter
2367,Sajószöged,Borsod-Abaúj-Zemplén,sajoszoged,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajoszoged
2368,Sajóvámos,Borsod-Abaúj-Zemplén,sajovamos,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajovamos
2369,Sajóvelezd,Borsod-Abaúj-Zemplén,sajovelezd,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sajovelezd
2370,Sajtoskál,Vas,sajtoskal,vas-megye,https://ingatlan.com/lista/sajtoskal
2371,Salföld,Veszprém,salfold,veszprem-megye,https://ingatlan.com/lista/salfold
2372,Salgótarján,Nógrád,salgotarjan,nograd-megye,https://ingatlan.com/lista/salgotarjan
2373,Salköveskút,Vas,salkoveskut,vas-megye,https://ingatlan.com/lista/salkoveskut
2374,Salomvár,Zala,salomvar,zala-megye,https://ingatlan.com/lista/salomvar
2375,Sály,Borsod-Abaúj-Zemplén,saly,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/saly
2376,Sámod,Baranya,samod,baranya-megye,https://ingatlan.com/lista/samod
2377,Sámsonháza,Nógrád,samsonhaza,nograd-megye,https://ingatlan.com/lista/samsonhaza
2378,Sand,Zala,sand,zala-megye,https://ingatlan.com/lista/sand
2379,Sándorfalva,Csongrád,sandorfalva,csongrad-megye,https://ingatlan.com/lista/sandorfalva
2380,Sántos,Somogy,santos,somogy-megye,https://ingatlan.com/lista/santos
2381,Sáp,Hajdú-Bihar,sap,hajdu-bihar-megye,https://ingatlan.com/lista/sap
2382,Sáránd,Hajdú-Bihar,sarand,hajdu-bihar-megye,https://ingatlan.com/lista/sarand
2383,Sárazsadány,Borsod-Abaúj-Zemplén,sarazsadany,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sarazsadany
2384,Sárbogárd,Fejér,sarbogard,fejer-megye,https://ingatlan.com/lista/sarbogard
2385,Sáregres,Fejér,saregres,fejer-megye,https://ingatlan.com/lista/saregres
2386,Sárfimizdó,Vas,sarfimizdo,vas-megye,https://ingatlan.com/lista/sarfimizdo
2387,Sárhida,Zala,sarhida,zala-megye,https://ingatlan.com/lista/sarhida
2388,Sárisáp,Komárom-Esztergom,sarisap,komarom-esztergom-megye,https://ingatlan.com/lista/sarisap
2389,Sarkad,Békés,sarkad,bekes-megye,https://ingatlan.com/lista/sarkad
2390,Sarkadkeresztúr,Békés,sarkadkeresztur,bekes-megye,https://ingatlan.com/lista/sarkadkeresztur
2391,Sárkeresztes,Fejér,sarkeresztes,fejer-megye,https://ingatlan.com/lista/sarkeresztes
2392,Sárkeresztúr,Fejér,sarkeresztur,fejer-megye,https://ingatlan.com/lista/sarkeresztur
2393,Sárkeszi,Fejér,sarkeszi,fejer-megye,https://ingatlan.com/lista/sarkeszi
2394,Sármellék,Zala,sarmellek,zala-megye,https://ingatlan.com/lista/sarmellek
2395,Sárok,Baranya,sarok,baranya-megye,https://ingatlan.com/lista/sarok
2396,Sárosd,Fejér,sarosd,fejer-megye,https://ingatlan.com/lista/sarosd
2397,Sárospatak,Borsod-Abaúj-Zemplén,sarospatak,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sarospatak
2398,Sárpilis,Tolna,sarpilis,tolna-megye,https://ingatlan.com/lista/sarpilis
2399,Sárrétudvari,Hajdú-Bihar,sarretudvari,hajdu-bihar-megye,https://ingatlan.com/lista/sarretudvari
2400,Sarród,Győr-Moson-Sopron,sarrod,gyor-moson-sopron-megye,https://ingatlan.com/lista/sarrod
2401,Sárszentágota,Fejér,sarszentagota,fejer-megye,https://ingatlan.com/lista/sarszentagota
2402,Sárszentlőrinc,Tolna,sarszentlorinc,tolna-megye,https://ingatlan.com/lista/sarszentlorinc
2403,Sárszentmihály,Fejér,sarszentmihaly,fejer-megye,https://ingatlan.com/lista/sarszentmihaly
2404,Sarud,Heves,sarud,heves-megye,https://ingatlan.com/lista/sarud
2405,Sárvár,Vas,sarvar,vas-megye,https://ingatlan.com/lista/sarvar
2406,Sásd,Baranya,sasd,baranya-megye,https://ingatlan.com/lista/sasd
2407,Sáska,Veszprém,saska,veszprem-megye,https://ingatlan.com/lista/saska
2408,Sáta,Borsod-Abaúj-Zemplén,sata,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sata
2409,Sátoraljaújhely,Borsod-Abaúj-Zemplén,satoraljaujhely,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/satoraljaujhely
2410,Sátorhely,Baranya,satorhely,baranya-megye,https://ingatlan.com/lista/satorhely
2411,Sávoly,Somogy,savoly,somogy-megye,https://ingatlan.com/lista/savoly
2412,Sé,Vas,se,vas-megye,https://ingatlan.com/lista/se
2413,Segesd,Somogy,segesd,somogy-megye,https://ingatlan.com/lista/segesd
2414,Selyeb,Borsod-Abaúj-Zemplén,selyeb,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/selyeb
2415,Sellye,Baranya,sellye,baranya-megye,https://ingatlan.com/lista/sellye
2416,Semjén,Borsod-Abaúj-Zemplén,semjen,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/semjen
2417,Semjénháza,Zala,semjenhaza,zala-megye,https://ingatlan.com/lista/semjenhaza
2418,Sénye,Zala,senye,zala-megye,https://ingatlan.com/lista/senye
2419,Sényő,Szabolcs-Szatmár-Bereg,senyo,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/senyo
2420,Seregélyes,Fejér,seregelyes,fejer-megye,https://ingatlan.com/lista/seregelyes
2421,Serényfalva,Borsod-Abaúj-Zemplén,serenyfalva,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/serenyfalva
2422,Sérsekszőlős,Somogy,sersekszolos,somogy-megye,https://ingatlan.com/lista/sersekszolos
2423,Sikátor,Győr-Moson-Sopron,sikator,gyor-moson-sopron-megye,https://ingatlan.com/lista/sikator
2424,Siklós,Baranya,siklos,baranya-megye,https://ingatlan.com/lista/siklos
2425,Siklósbodony,Baranya,siklosbodony,baranya-megye,https://ingatlan.com/lista/siklosbodony
2426,Siklósnagyfalu,Baranya,siklosnagyfalu,baranya-megye,https://ingatlan.com/lista/siklosnagyfalu
2427,Sima,Borsod-Abaúj-Zemplén,sima,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sima
2428,Simaság,Vas,simasag,vas-megye,https://ingatlan.com/lista/simasag
2429,Simonfa,Somogy,simonfa,somogy-megye,https://ingatlan.com/lista/simonfa
2430,Simontornya,Tolna,simontornya,tolna-megye,https://ingatlan.com/lista/simontornya
2431,Sióagárd,Tolna,sioagard,tolna-megye,https://ingatlan.com/lista/sioagard
2432,Siófok,Somogy,siofok,somogy-megye,https://ingatlan.com/lista/siofok
2433,Siójut,Somogy,siojut,somogy-megye,https://ingatlan.com/lista/siojut
2434,Sirok,Heves,sirok,heves-megye,https://ingatlan.com/lista/sirok
2435,Sitke,Vas,sitke,vas-megye,https://ingatlan.com/lista/sitke
2436,Sobor,Győr-Moson-Sopron,sobor,gyor-moson-sopron-megye,https://ingatlan.com/lista/sobor
2437,Sokorópátka,Győr-Moson-Sopron,sokoropatka,gyor-moson-sopron-megye,https://ingatlan.com/lista/sokoropatka
2438,Solt,Bács-Kiskun,solt,bacs-kiskun-megye,https://ingatlan.com/lista/solt
2439,Soltszentimre,Bács-Kiskun,soltszentimre,bacs-kiskun-megye,https://ingatlan.com/lista/soltszentimre
2440,Soltvadkert,Bács-Kiskun,soltvadkert,bacs-kiskun-megye,https://ingatlan.com/lista/soltvadkert
2441,Sóly,Veszprém,soly,veszprem-megye,https://ingatlan.com/lista/soly
2442,Solymár,Pest,solymar,pest-megye,https://ingatlan.com/lista/solymar
2443,Som,Somogy,som,somogy-megye,https://ingatlan.com/lista/som
2444,Somberek,Baranya,somberek,baranya-megye,https://ingatlan.com/lista/somberek
2445,Somlójenő,Veszprém,somlojeno,veszprem-megye,https://ingatlan.com/lista/somlojeno
2446,Somlószőlős,Veszprém,somloszolos,veszprem-megye,https://ingatlan.com/lista/somloszolos
2447,Somlóvásárhely,Veszprém,somlovasarhely,veszprem-megye,https://ingatlan.com/lista/somlovasarhely
2448,Somlóvecse,Veszprém,somlovecse,veszprem-megye,https://ingatlan.com/lista/somlovecse
2449,Somodor,Somogy,somodor,somogy-megye,https://ingatlan.com/lista/somodor
2450,Somogyacsa,Somogy,somogyacsa,somogy-megye,https://ingatlan.com/lista/somogyacsa
2451,Somogyapáti,Baranya,somogyapati,baranya-megye,https://ingatlan.com/lista/somogyapati
2452,Somogyaracs,Somogy,somogyaracs,somogy-megye,https://ingatlan.com/lista/somogyaracs
2453,Somogyaszaló,Somogy,somogyaszalo,somogy-megye,https://ingatlan.com/lista/somogyaszalo
2454,Somogybabod,Somogy,somogybabod,somogy-megye,https://ingatlan.com/lista/somogybabod
2455,Somogybükkösd,Somogy,somogybukkosd,somogy-megye,https://ingatlan.com/lista/somogybukkosd
2456,Somogycsicsó,Somogy,somogycsicso,somogy-megye,https://ingatlan.com/lista/somogycsicso
2457,Somogydöröcske,Somogy,somogydorocske,somogy-megye,https://ingatlan.com/lista/somogydorocske
2458,Somogyegres,Somogy,somogyegres,somogy-megye,https://ingatlan.com/lista/somogyegres
2459,Somogyfajsz,Somogy,somogyfajsz,somogy-megye,https://ingatlan.com/lista/somogyfajsz
2460,Somogygeszti,Somogy,somogygeszti,somogy-megye,https://ingatlan.com/lista/somogygeszti
2461,Somogyhárságy,Baranya,somogyharsagy,baranya-megye,https://ingatlan.com/lista/somogyharsagy
2462,Somogyhatvan,Baranya,somogyhatvan,baranya-megye,https://ingatlan.com/lista/somogyhatvan
2463,Somogyjád,Somogy,somogyjad,somogy-megye,https://ingatlan.com/lista/somogyjad
2464,Somogymeggyes,Somogy,somogymeggyes,somogy-megye,https://ingatlan.com/lista/somogymeggyes
2465,Somogysámson,Somogy,somogysamson,somogy-megye,https://ingatlan.com/lista/somogysamson
2466,Somogysárd,Somogy,somogysard,somogy-megye,https://ingatlan.com/lista/somogysard
2467,Somogysimonyi,Somogy,somogysimonyi,somogy-megye,https://ingatlan.com/lista/somogysimonyi
2468,Somogyszentpál,Somogy,somogyszentpal,somogy-megye,https://ingatlan.com/lista/somogyszentpal
2469,Somogyszil,Somogy,somogyszil,somogy-megye,https://ingatlan.com/lista/somogyszil
2470,Somogyszob,Somogy,somogyszob,somogy-megye,https://ingatlan.com/lista/somogyszob
2471,Somogytúr,Somogy,somogytur,somogy-megye,https://ingatlan.com/lista/somogytur
2472,Somogyudvarhely,Somogy,somogyudvarhely,somogy-megye,https://ingatlan.com/lista/somogyudvarhely
2473,Somogyvámos,Somogy,somogyvamos,somogy-megye,https://ingatlan.com/lista/somogyvamos
2474,Somogyvár,Somogy,somogyvar,somogy-megye,https://ingatlan.com/lista/somogyvar
2475,Somogyviszló,Baranya,somogyviszlo,baranya-megye,https://ingatlan.com/lista/somogyviszlo
2476,Somogyzsitfa,Somogy,somogyzsitfa,somogy-megye,https://ingatlan.com/lista/somogyzsitfa
2477,Somoskőújfalu,Nógrád,somoskoujfalu,nograd-megye,https://ingatlan.com/lista/somoskoujfalu
2478,Sonkád,Szabolcs-Szatmár-Bereg,sonkad,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/sonkad
2479,Soponya,Fejér,soponya,fejer-megye,https://ingatlan.com/lista/soponya
2480,Sopron,Győr-Moson-Sopron,sopron,gyor-moson-sopron-megye,https://ingatlan.com/lista/sopron
2481,Sopronhorpács,Győr-Moson-Sopron,sopronhorpacs,gyor-moson-sopron-megye,https://ingatlan.com/lista/sopronhorpacs
2482,Sopronkövesd,Győr-Moson-Sopron,sopronkovesd,gyor-moson-sopron-megye,https://ingatlan.com/lista/sopronkovesd
2483,Sopronnémeti,Győr-Moson-Sopron,sopronnemeti,gyor-moson-sopron-megye,https://ingatlan.com/lista/sopronnemeti
2484,Sorkifalud,Vas,sorkifalud,vas-megye,https://ingatlan.com/lista/sorkifalud
2485,Sorkikápolna,Vas,sorkikapolna,vas-megye,https://ingatlan.com/lista/sorkikapolna
2486,Sormás,Zala,sormas,zala-megye,https://ingatlan.com/lista/sormas
2487,Sorokpolány,Vas,sorokpolany,vas-megye,https://ingatlan.com/lista/sorokpolany
2488,Sóshartyán,Nógrád,soshartyan,nograd-megye,https://ingatlan.com/lista/soshartyan
2489,Sóskút,Pest,soskut,pest-megye,https://ingatlan.com/lista/soskut
2490,Sóstófalva,Borsod-Abaúj-Zemplén,sostofalva,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/sostofalva
2491,Sósvertike,Baranya,sosvertike,baranya-megye,https://ingatlan.com/lista/sosvertike
2492,Sótony,Vas,sotony,vas-megye,https://ingatlan.com/lista/sotony
2493,Söjtör,Zala,sojtor,zala-megye,https://ingatlan.com/lista/sojtor
2494,Söpte,Vas,sopte,vas-megye,https://ingatlan.com/lista/sopte
2495,Söréd,Fejér,sored,fejer-megye,https://ingatlan.com/lista/sored
2496,Sukoró,Fejér,sukoro,fejer-megye,https://ingatlan.com/lista/sukoro
2497,Sumony,Baranya,sumony,baranya-megye,https://ingatlan.com/lista/sumony
2498,Súr,Komárom-Esztergom,sur,komarom-esztergom-megye,https://ingatlan.com/lista/sur
2499,Surd,Zala,surd,zala-megye,https://ingatlan.com/lista/surd
2500,Sükösd,Bács-Kiskun,sukosd,bacs-kiskun-megye,https://ingatlan.com/lista/sukosd
2501,Sülysáp,Pest,sulysap,pest-megye,https://ingatlan.com/lista/sulysap
2502,Sümeg,Veszprém,sumeg,veszprem-megye,https://ingatlan.com/lista/sumeg
2503,Sümegcsehi,Zala,sumegcsehi,zala-megye,https://ingatlan.com/lista/sumegcsehi
2504,Sümegprága,Veszprém,sumegpraga,veszprem-megye,https://ingatlan.com/lista/sumegpraga
2505,Süttő,Komárom-Esztergom,sutto,komarom-esztergom-megye,https://ingatlan.com/lista/sutto
2506,Szabadbattyán,Fejér,szabadbattyan,fejer-megye,https://ingatlan.com/lista/szabadbattyan
2507,Szabadegyháza,Fejér,szabadegyhaza,fejer-megye,https://ingatlan.com/lista/szabadegyhaza
2508,Szabadhídvég,Fejér,szabadhidveg,fejer-megye,https://ingatlan.com/lista/szabadhidveg
2509,Szabadi,Somogy,szabadi,somogy-megye,https://ingatlan.com/lista/szabadi
2510,Szabadkígyós,Békés,szabadkigyos,bekes-megye,https://ingatlan.com/lista/szabadkigyos
2511,Szabadszállás,Bács-Kiskun,szabadszallas,bacs-kiskun-megye,https://ingatlan.com/lista/szabadszallas
2512,Szabadszentkirály,Baranya,szabadszentkiraly,baranya-megye,https://ingatlan.com/lista/szabadszentkiraly
2513,Szabás,Somogy,szabas,somogy-megye,https://ingatlan.com/lista/szabas
2514,Szabolcs,Szabolcs-Szatmár-Bereg,szabolcs,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/szabolcs
2515,Szabolcsbáka,Szabolcs-Szatmár-Bereg,szabolcsbaka,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/szabolcsbaka
2516,Szabolcsveresmart,Szabolcs-Szatmár-Bereg,szabolcsveresmart,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/szabolcsveresmart
2517,Szada,Pest,szada,pest-megye,https://ingatlan.com/lista/szada
2518,Szágy,Baranya,szagy,baranya-megye,https://ingatlan.com/lista/szagy
2519,Szajk,Baranya,szajk,baranya-megye,https://ingatlan.com/lista/szajk
2520,Szajla,Heves,szajla,heves-megye,https://ingatlan.com/lista/szajla
2521,Szajol,Jász-Nagykun-Szolnok,szajol,jasz-nagykun-szolnok-megye,https://ingatlan.com/lista/szajol
2522,Szakácsi,Borsod-Abaúj-Zemplén,szakacsi,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/szakacsi
2523,Szakadát,Tolna,szakadat,tolna-megye,https://ingatlan.com/lista/szakadat
2524,Szakáld,Borsod-Abaúj-Zemplén,szakald,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/szakald
2525,Szakály,Tolna,szakaly,tolna-megye,https://ingatlan.com/lista/szakaly
2526,Szakcs,Tolna,szakcs,tolna-megye,https://ingatlan.com/lista/szakcs
2527,Szakmár,Bács-Kiskun,szakmar,bacs-kiskun-megye,https://ingatlan.com/lista/szakmar
2528,Szaknyér,Vas,szaknyer,vas-megye,https://ingatlan.com/lista/szaknyer
2529,Szakoly,Szabolcs-Szatmár-Bereg,szakoly,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/szakoly
2530,Szakony,Győr-Moson-Sopron,szakony,gyor-moson-sopron-megye,https://ingatlan.com/lista/szakony
2531,Szakonyfalu,Vas,szakonyfalu,vas-megye,https://ingatlan.com/lista/szakonyfalu
2532,Szákszend,Komárom-Esztergom,szakszend,komarom-esztergom-megye,https://ingatlan.com/lista/szakszend
2533,Szalafő,Vas,szalafo,vas-megye,https://ingatlan.com/lista/szalafo
2534,Szalánta,Baranya,szalanta,baranya-megye,https://ingatlan.com/lista/szalanta
2535,Szalapa,Zala,szalapa,zala-megye,https://ingatlan.com/lista/szalapa
2536,Szalaszend,Borsod-Abaúj-Zemplén,szalaszend,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/szalaszend
2537,Szalatnak,Baranya,szalatnak,baranya-megye,https://ingatlan.com/lista/szalatnak
2538,Szálka,Tolna,szalka,tolna-megye,https://ingatlan.com/lista/szalka
2539,Szalkszentmárton,Bács-Kiskun,szalkszentmarton,bacs-kiskun-megye,https://ingatlan.com/lista/szalkszentmarton
2540,Szalmatercs,Nógrád,szalmatercs,nograd-megye,https://ingatlan.com/lista/szalmatercs
2541,Szalonna,Borsod-Abaúj-Zemplén,szalonna,borsod-abauj-zemplen-megye,https://ingatlan.com/lista/szalonna
2542,Szamosangyalos,Szabolcs-Szatmár-Bereg,szamosangyalos,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/szamosangyalos
2543,Szamosbecs,Szabolcs-Szatmár-Bereg,szamosbecs,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/szamosbecs
2544,Szamoskér,Szabolcs-Szatmár-Bereg,szamosker,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/szamosker
2545,Szamossályi,Szabolcs-Szatmár-Bereg,szamossalyi,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/szamossalyi
2546,Szamostatárfalva,Szabolcs-Szatmár-Bereg,szamostatarfalva,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/szamostatarfalva
2547,Szamosújlak,Szabolcs-Szatmár-Bereg,szamosujlak,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/szamosujlak
2548,Szamosszeg,Szabolcs-Szatmár-Bereg,szamosszeg,szabolcs-szatmar-bereg-megye,https://ingatlan.com/lista/szamosszeg
2549,Szanda,Nógrád,szanda,nograd-megye,https://ingatlan.com/lista/szanda
2550,Szank,Bács-Kiskun,szank,bacs-kiskun-megye,https://ingatlan.com/lista/szank
2551,Szántód,Somogy,szantod,somogy-megye,https://ingatlan.com/lista/szantod
2552,Szany,Győr-Moson-Sopron,szany,gyor-moson-sopron-megye,https://ingatlan.com/lista/szany
2553,Szápár,Veszprém,szapar,veszprem-megye,https://ingatlan.com/lista/szapar
2554,Szaporca,Baranya,szaporca,baranya-megye,https://ingatlan.com/lista/szaporca
2555,Szár,Fejér,szar,fejer-megye,https://ingatlan.com/lista/szar
2556,Szárász,Baranya,szarasz,baranya-megye,https://ingatlan.com/lista/szarasz
2557,Szárazd,Tolna,szarazd,tolna-megye,https://ingatlan.com/lista/szarazd
2558,Szárföld,Győr-Moson-Sopron,szarfold,gyor-moson-sopron-megye,https://ingatlan.com/lista/szarfold
